receptor,pdb,uniprot,state,ligand,publication,condition/rep,sherlock_path,top_dir,traj_dir,filetype,sim_tool,strip_water,vmd_chain_id,mdtraj_chain_id,short_exp_cond_description,long_exp_cond_description,3.5A_inter_dict_dir,3.2A_inter_dict_dir,subsampled_traj,ligand_resn
MOR,4DKL,oprm_mouse,inactive,bFNA,"Huang et al., Nature 2015",bFNA-bound-3,/scratch/PI/rondror/MD_simulations/amber/MOR_inactive_waters/bfna_bonded/rep_3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/MOR-inactive-bFNA-nature2015/condition-bFNA-bound,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/MOR-inactive-bFNA-nature2015/condition-bFNA-bound/rep_3,nc,amber,no,"A,B",0,MOR-inactive-bFNA-nature2015-rep_3,MOR:inactive:bFNA-antagonist-bound_to_K233:0.63us,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-inactive-bFNA-nature2015/condition-bFNA-bound/rep_3/050516_NONHB_DEFAULT_HB_3.5_70,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-inactive-bFNA-nature2015/condition-bFNA-bound/rep_3/050616_NONHB_DEFAULT_HB_3.2_70,/scratch/PI/rondror/DesRes-Simulations/subsampled_desres_traj/MOR-inactive-bFNA-nature2015/condition-bFNA-bound/rep_3,BF0
MOR,5C1M,oprm_mouse,active-noNb,BU72,unpublished,Nb interface restrained + BU72-1,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_NanobodyInterfaceRestrained/rep1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_1,nc,amber,no,A,3,MOR-active-noNb-BU72-nature2015-rep_1,MOR:active-noNb:BU72-nB_interface_restrained:3.0us,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_1/050516_NONHB_DEFAULT_HB_3.5_70,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_1/050616_NONHB_DEFAULT_HB_3.2_70,/scratch/PI/rondror/DesRes-Simulations/subsampled_desres_traj/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_1,H3B
MOR,5C1M,oprm_mouse,active-noNb,BU72,unpublished,Nb interface restrained + BU72-2,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_NanobodyInterfaceRestrained/rep2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_2,nc,amber,no,A,3,MOR-active-noNb-BU72-nature2015-rep_2,MOR:active-noNb:BU72-nB_interface_restrained:2.7us,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_2/050516_NONHB_DEFAULT_HB_3.5_70,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_2/050616_NONHB_DEFAULT_HB_3.2_70,/scratch/PI/rondror/DesRes-Simulations/subsampled_desres_traj/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_2,H3B
MOR,5C1M,oprm_mouse,active-noNb,BU72,unpublished,Nb interface restrained + BU72-3,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_NanobodyInterfaceRestrained/rep3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_3,nc,amber,no,A,3,MOR-active-noNb-BU72-nature2015-rep_3,MOR:active-noNb:BU72-nB_interface_restrained:2.9us,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_3/050516_NONHB_DEFAULT_HB_3.5_70,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_3/050616_NONHB_DEFAULT_HB_3.2_70,/scratch/PI/rondror/DesRes-Simulations/subsampled_desres_traj/MOR-active-noNb-BU72-nature2015/condition-nb-interface-restrained-BU72/rep_3,H3B
MOR,5C1M,oprm_mouse,active,,unpublished,1,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained/prep,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained/rep1,nc,amber,no,A,3,MOR-active-Nb-unpublished-rep_1,MOR:active:unpublished-rep_1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-Nb-unpublished/condition-prot-D114-D164-nb-interface-restrained/rep_1/050516_NONHB_DEFAULT_HB_3.5_70,,,H3B
MOR,5C1M,oprm_mouse,active,,unpublished,2,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained/prep,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained/rep2,nc,amber,no,A,3,MOR-active-Nb-unpublished-rep_2,MOR:active:unpublished-rep_2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-Nb-unpublished/condition-prot-D114-D164-nb-interface-restrained/rep_2/050516_NONHB_DEFAULT_HB_3.5_70,,,H3B
MOR,5C1M,oprm_mouse,active,,unpublished,3,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained/prep,/scratch/PI/rondror/MD_simulations/amber/MOR_active_waters/mor_active_refine196_agonist_prot_D114_D164_Nbinterface_restrained/rep3,nc,amber,no,A,3,MOR-active-Nb-unpublished-rep_3,MOR:active:unpublished-rep_3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/MOR-active-Nb-unpublished/condition-prot-D114-D164-nb-interface-restrained/rep_3/050516_NONHB_DEFAULT_HB_3.5_70,,,H3B
M2R,4MQS,acm2_human,active,,unpublished,1,/scratch/PI/rondror/MD_simulations/amber/muscarinic/M2activeV1/m2act_ixo/1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49/rep_1,nc,amber,no,A,3,M2R-active-restrained-unpublished-rep_1,M2R:active:restrained:prot:Asp2x50:3x49-rep_1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49/rep_1/050516_NONHB_DEFAULT_HB_3.5_70,,,IXO
M2R,4MQS,acm2_human,active,,unpublished,2,/scratch/PI/rondror/MD_simulations/amber/muscarinic/M2activeV1/m2act_ixo/2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49/rep_2,nc,amber,no,A,3,M2R-active-restrained-unpublished-rep_2,M2R:active:restrained:prot:Asp2x50:3x49-rep_2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49/rep_2/050516_NONHB_DEFAULT_HB_3.5_70,,,IXO
M2R,4MQS,acm2_human,active,,unpublished,3,/scratch/PI/rondror/MD_simulations/amber/muscarinic/M2activeV1/m2act_ixo/3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49/rep_3,nc,amber,no,A,3,M2R-active-restrained-unpublished-rep_3,M2R:active:restrained:prot:Asp2x50:3x49-rep_3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/M2R-active-restrained-unpublished/condition-prot-asp2x50-3x49/rep_3/050516_NONHB_DEFAULT_HB_3.5_70,,,IXO
M2R,4MQS,acm2_human,active,,unpublished,1,/scratch/PI/rondror/MD_simulations/amber/muscarinic/M2activeV1/m2act_ixo/unrestrained/1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49/rep_1,nc,amber,no,A,3,M2R-active-unrestrained-unpublished-rep_1,M2R:active:unrestrained:prot:Asp2x50:3x49-rep_1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49/rep_1/050516_NONHB_DEFAULT_HB_3.5_70,,,IXO
M2R,4MQS,acm2_human,active,,unpublished,2,/scratch/PI/rondror/MD_simulations/amber/muscarinic/M2activeV1/m2act_ixo/unrestrained/2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49/rep_2,nc,amber,no,A,3,M2R-active-unrestrained-unpublished-rep_2,M2R:active:unrestrained:prot:Asp2x50:3x49-rep_2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49/rep_2/050516_NONHB_DEFAULT_HB_3.5_70,,,IXO
M2R,4MQS,acm2_human,active,,unpublished,3,/scratch/PI/rondror/MD_simulations/amber/muscarinic/M2activeV1/m2act_ixo/unrestrained/3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49/rep_3,nc,amber,no,A,3,M2R-active-unrestrained-unpublished-rep_3,M2R:active:unrestrained:prot:Asp2x50:3x49-rep_3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/M2R-active-unrestrained-unpublished/condition-prot-asp2x50-3x49/rep_3/050516_NONHB_DEFAULT_HB_3.5_70,,,IXO
RHO,TMP1,opsd_human,active,,unpublished,1,/scratch/PI/rondror/MD_simulations/amber/rhodopsin/2x72/rep1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active/rep_1,nc,amber,no,A,3,RHO-active-unrestrained-unpublished-rep_1,RHO:active:unrestrained-rep_1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active/rep_1/050516_NONHB_DEFAULT_HB_3.5_70,,,RET
RHO,TMP1,opsd_human,active,,unpublished,2,/scratch/PI/rondror/MD_simulations/amber/rhodopsin/2x72/rep2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active/rep_2,nc,amber,no,A,3,RHO-active-unrestrained-unpublished-rep_2,RHO:active:unrestrained-rep_2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active/rep_2/050516_NONHB_DEFAULT_HB_3.5_70,,,RET
RHO,TMP1,opsd_human,active,,unpublished,3,/scratch/PI/rondror/MD_simulations/amber/rhodopsin/2x72/rep3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active/rep_3,nc,amber,no,A,3,RHO-active-unrestrained-unpublished-rep_3,RHO:active:unrestrained-rep_3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/Rhodopsin-active-unrestrained-unpublished/2x72-E113Q-M257Y-constitutively-active/rep_3/050516_NONHB_DEFAULT_HB_3.5_70,,,RET
US28,TMP2,us28_hcmva,active,,unpublished,1,/scratch/PI/rondror/MD_simulations/amber/US28/4xt1/4xt1_A_B_wCLR_100ns_equil/rep1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-unrestrained-unpublished/fractalkine-bound,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-unrestrained-unpublished/fractalkine-bound/rep_1,nc,amber,no,A,3,US28-active-unrestrained-unpublished-rep_1,US28:active:unrestrained-rep_1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/US28-active-unrestrained-unpublished/fractalkine-bound/rep_1/050516_NONHB_DEFAULT_HB_3.5_70,,,CHAIN_B
US28,TMP2,us28_hcmva,active,,unpublished,2,/scratch/PI/rondror/MD_simulations/amber/US28/4xt1/4xt1_A_B_wCLR_100ns_equil/rep2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-unrestrained-unpublished/fractalkine-bound,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-unrestrained-unpublished/fractalkine-bound/rep_2,nc,amber,no,A,3,US28-active-unrestrained-unpublished-rep_2,US28:active:unrestrained-rep_2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/US28-active-unrestrained-unpublished/fractalkine-bound/rep_2/050516_NONHB_DEFAULT_HB_3.5_70,,,CHAIN_B
US28,TMP2,us28_hcmva,active,,unpublished,3,/scratch/PI/rondror/MD_simulations/amber/US28/4xt1/4xt1_A_B_wCLR_100ns_equil/rep3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-unrestrained-unpublished/fractalkine-bound,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-unrestrained-unpublished/fractalkine-bound/rep_3,nc,amber,no,A,3,US28-active-unrestrained-unpublished-rep_3,US28:active:unrestrained-rep_3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/US28-active-unrestrained-unpublished/fractalkine-bound/rep_3/050516_NONHB_DEFAULT_HB_3.5_70,,,CHAIN_B
US28,TMP2,us28_hcmva,active,,unpublished,1,/scratch/PI/rondror/MD_simulations/amber/US28/4xt1-restrained/nanobody_restraints_w_fractalkine/v2/rep1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-restrained-unpublished/fractalkine-bound,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-restrained-unpublished/fractalkine-bound/rep_1,nc,amber,no,A,3,US28-active-restrained-unpublished-rep_1,US28:active:restrained-rep_1,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/US28-active-restrained-unpublished/fractalkine-bound/rep_1/050516_NONHB_DEFAULT_HB_3.5_70,,,CHAIN_B
US28,TMP2,us28_hcmva,active,,unpublished,2,/scratch/PI/rondror/MD_simulations/amber/US28/4xt1-restrained/nanobody_restraints_w_fractalkine/v2/rep2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-restrained-unpublished/fractalkine-bound,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-restrained-unpublished/fractalkine-bound/rep_2,nc,amber,no,A,3,US28-active-restrained-unpublished-rep_2,US28:active:restrained-rep_2,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/US28-active-restrained-unpublished/fractalkine-bound/rep_2/050516_NONHB_DEFAULT_HB_3.5_70,,,CHAIN_B
US28,TMP2,us28_hcmva,active,,unpublished,3,/scratch/PI/rondror/MD_simulations/amber/US28/4xt1-restrained/nanobody_restraints_w_fractalkine/v2/rep3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-restrained-unpublished/fractalkine-bound,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutput/US28-active-restrained-unpublished/fractalkine-bound/rep_3,nc,amber,no,A,3,US28-active-restrained-unpublished-rep_3,US28:active:restrained-rep_3,/scratch/PI/rondror/akma327/DynamicNetworks/data/DynamicNetworksOutput/InteractionOutputDictionary/US28-active-restrained-unpublished/fractalkine-bound/rep_3/050516_NONHB_DEFAULT_HB_3.5_70,,,CHAIN_B
